"tipo de juego","game_id/ fecha","equipo_local","equipo_visitante","semana","temporada","estatus _del_juego","marcador_local","marcador_visitante"
"reg","8/25/5521855","CHI","WAS","16","2016","POST","21","41"
"reg","8/24/5521855","CAR","ATL","16","2016","POST","16","33"
"reg","8/31/5521855","OAK","IND","16","2016","POST","33","25"
"reg","8/30/5521855","NO","TB","16","2016","POST","31","24"
"reg","9/2/5521855","SEA","ARI","16","2016","POST","31","34"
"reg","9/1/5521855","LA","SF","16","2016","POST","21","22"
"reg","9/3/5521855","HOU","CIN","16","2016","POST","12","10"
"reg","12/1/5521855","PIT","BAL","16","2016","POST","31","27"
"reg","12/2/5521855","KC","DEN","16","2016","POST","33","10"
"reg","3/10/5521856","DAL","DET","16","2016","POST","42","21"
"reg","1/31/5524286","CIN","BAL","17","2016","POST","27","10"
"reg","2/9/5524286","TEN","HOU","17","2016","POST","24","17"
"reg","2/8/5524286","TB","CAR","17","2016","POST","17","16"
"reg","2/7/5524286","PIT","CLE","17","2016","POST","27","24"
"reg","2/6/5524286","PHI","DAL","17","2016","POST","27","13"
"reg","2/5/5524286","NYJ","BUF","17","2016","POST","30","10"
"reg","2/4/5524286","MIN","CHI","17","2016","POST","38","10"
"reg","2/2/5524286","IND","JAX","17","2016","POST","24","20"
"reg","2/3/5524286","MIA","NE","17","2016","POST","14","35"
"reg","2/13/5524286","SD","KC","17","2016","POST","27","37"
"reg","2/12/5524286","LA","ARI","17","2016","POST","6","44"
"reg","2/11/5524286","DEN","OAK","17","2016","POST","24","6"
"reg","2/10/5524286","WAS","NYG","17","2016","POST","10","19"
"reg","2/14/5524286","SF","SEA","17","2016","POST","23","25"
"reg","1/30/5524286","ATL","NO","17","2016","POST","38","32"
"reg","2/1/5524286","DET","GB","17","2016","POST","24","31"
"reg","10/4/5524506","NE","KC","1","2017","POST","27","42"
"reg","7/31/5524507","BUF","NYJ","1","2017","POST","21","12"
"reg","8/8/5524507","WAS","PHI","1","2017","POST","17","30"
"reg","8/7/5524507","TEN","OAK","1","2017","POST","16","26"
"reg","8/5/5524507","HOU","JAX","1","2017","POST","7","29"
"reg","8/4/5524507","DET","ARI","1","2017","POST","35","23"
"reg","8/3/5524507","CLE","PIT","1","2017","POST","18","21"
"reg","8/1/5524507","CHI","ATL","1","2017","POST","17","23"
"reg","8/2/5524507","CIN","BAL","1","2017","POST","0","20"
"reg","8/9/5524507","LA","IND","1","2017","POST","46","9"
"reg","8/11/5524507","SF","CAR","1","2017","POST","3","23"
"reg","8/10/5524507","GB","SEA","1","2017","POST","17","9"
"reg","8/12/5524507","DAL","NYG","1","2017","POST","19","3"
"reg","11/8/5524507","MIN","NO","1","2017","POST","29","19"
"reg","11/9/5524507","DEN","LAC","1","2017","POST","24","21"
"reg","9/3/5524508","CIN","HOU","2","2017","POST","9","13"
"reg","6/30/5524509","BAL","CLE","2","2017","POST","24","10"
"reg","7/7/5524509","TB","CHI","2","2017","POST","29","7"
"reg","7/6/5524509","PIT","MIN","2","2017","POST","26","9"
"reg","7/5/5524509","NO","NE","2","2017","POST","20","36"
"reg","7/4/5524509","KC","PHI","2","2017","POST","27","20"
"reg","7/3/5524509","JAX","TEN","2","2017","POST","16","37"
"reg","7/2/5524509","IND","ARI","2","2017","POST","13","16"
"reg","7/1/5524509","CAR","BUF","2","2017","POST","9","3"
"reg","7/9/5524509","OAK","NYJ","2","2017","POST","45","20"
"reg","7/8/5524509","LAC","MIA","2","2017","POST","17","19"
"reg","7/12/5524509","SEA","SF","2","2017","POST","12","9"
"reg","7/11/5524509","LA","WAS","2","2017","POST","20","27"
"reg","7/10/5524509","DEN","DAL","2","2017","POST","42","17"
"reg","7/13/5524509","ATL","GB","2","2017","POST","34","23"
"reg","10/8/5524509","NYG","DET","2","2017","POST","10","24"
"reg","8/4/5524510","SF","LA","3","2017","POST","39","41"
"reg","5/31/5524511","JAX","BAL","3","2017","POST","44","7"
"reg","6/5/5524511","IND","CLE","3","2017","POST","31","28"
"reg","6/9/5524511","PHI","NYG","3","2017","POST","27","24"
"reg","6/8/5524511","NYJ","MIA","3","2017","POST","20","6"
"reg","6/1/5524511","BUF","DEN","3","2017","POST","26","16"
"reg","6/2/5524511","CAR","NO","3","2017","POST","13","34"
"reg","6/3/5524511","CHI","PIT","3","2017","POST","23","17"
"reg","6/4/5524511","DET","ATL","3","2017","POST","26","30"
"reg","6/6/5524511","MIN","TB","3","2017","POST","34","17"
"reg","6/7/5524511","NE","HOU","3","2017","POST","36","33"
"reg","6/10/5524511","TEN","SEA","3","2017","POST","33","27"
"reg","6/11/5524511","GB","CIN","3","2017","POST","27","24"
"reg","6/12/5524511","LAC","KC","3","2017","POST","10","24"
"reg","6/13/5524511","WAS","OAK","3","2017","POST","27","10"
"reg","9/8/5524511","ARI","DAL","3","2017","POST","17","28"
"reg","7/4/5524512","GB","CHI","4","2017","POST","35","14"
"reg","6/29/5524532","MIA","NO","4","2017","POST","0","20"
"reg","7/4/5524532","HOU","TEN","4","2017","POST","57","14"
"reg","7/7/5524532","NYJ","JAX","4","2017","POST","23","20"
"reg","7/6/5524532","NE","CAR","4","2017","POST","30","33"
"reg","7/5/5524532","MIN","DET","4","2017","POST","7","14"
"reg","6/30/5524532","ATL","BUF","4","2017","POST","17","23"
"reg","7/1/5524532","BAL","PIT","4","2017","POST","9","26"
"reg","7/2/5524532","CLE","CIN","4","2017","POST","7","31"
"reg","7/3/5524532","DAL","LA","4","2017","POST","30","35"
"reg","7/9/5524532","LAC","PHI","4","2017","POST","24","26"
"reg","7/10/5524532","TB","NYG","4","2017","POST","25","23"
"reg","7/8/5524532","ARI","SF","4","2017","POST","18","15"
"reg","7/11/5524532","DEN","OAK","4","2017","POST","16","10"
"reg","7/12/5524532","SEA","IND","4","2017","POST","46","18"
"reg","10/7/5524532","KC","WAS","4","2017","POST","29","20"
"reg","8/3/5524533","TB","NE","5","2017","POST","14","19"
"reg","5/31/5524534","CLE","NYJ","5","2017","POST","14","17"
"reg","6/1/5524534","DET","CAR","5","2017","POST","24","27"
"reg","6/2/5524534","IND","SF","5","2017","POST","26","23"
"reg","6/3/5524534","MIA","TEN","5","2017","POST","16","10"
"reg","5/30/5524534","CIN","BUF","5","2017","POST","20","16"
"reg","6/4/5524534","NYG","LAC","5","2017","POST","22","27"
"reg","6/6/5524534","PIT","JAX","5","2017","POST","9","30"
"reg","6/5/5524534","PHI","ARI","5","2017","POST","34","7"
"reg","6/7/5524534","LA","SEA","5","2017","POST","10","16"
"reg","6/8/5524534","OAK","BAL","5","2017","POST","17","30"
"reg","6/9/5524534","DAL","GB","5","2017","POST","31","35"
"reg","6/10/5524534","HOU","KC","5","2017","POST","34","42"
"reg","9/7/5524534","CHI","MIN","5","2017","POST","17","20"
"reg","7/4/5524535","CAR","PHI","6","2017","POST","23","28"
"reg","4/30/5524536","BAL","CHI","6","2017","POST","24","27"
"reg","5/1/5524536","HOU","CLE","6","2017","POST","33","17"
"reg","5/2/5524536","MIN","GB","6","2017","POST","23","10"
"reg","5/3/5524536","NO","DET","6","2017","POST","52","38"
"reg","4/29/5524536","ATL","MIA","6","2017","POST","17","20"
"reg","5/4/5524536","NYJ","NE","6","2017","POST","17","24"
"reg","5/5/5524536","WAS","SF","6","2017","POST","26","24"
"reg","5/6/5524536","ARI","TB","6","2017","POST","38","33"
"reg","5/7/5524536","JAX","LA","6","2017","POST","17","27"
"reg","5/8/5524536","KC","PIT","6","2017","POST","13","19"
"reg","5/9/5524536","OAK","LAC","6","2017","POST","16","17"
"reg","5/10/5524536","DEN","NYG","6","2017","POST","10","23"
"reg","8/7/5524536","TEN","IND","6","2017","POST","36","22"
"reg","6/3/5524537","OAK","KC","7","2017","POST","31","30"
"reg","3/30/5524538","BUF","TB","7","2017","POST","30","27"
"reg","4/6/5524538","MIN","BAL","7","2017","POST","24","16"
"reg","4/5/5524538","MIA","NYJ","7","2017","POST","31","28"
"reg","4/4/5524538","LA","ARI","7","2017","POST","33","0"
"reg","4/3/5524538","IND","JAX","7","2017","POST","0","27"
"reg","4/2/5524538","GB","NO","7","2017","POST","17","26"
"reg","3/31/5524538","CHI","CAR","7","2017","POST","17","3"
"reg","4/1/5524538","CLE","TEN","7","2017","POST","9","12"
"reg","4/8/5524538","SF","DAL","7","2017","POST","10","40"
"reg","4/9/5524538","LAC","DEN","7","2017","POST","21","0"
"reg","4/7/5524538","PIT","CIN","7","2017","POST","29","14"
"reg","4/10/5524538","NYG","SEA","7","2017","POST","7","24"
"reg","4/11/5524538","NE","ATL","7","2017","POST","23","7"
"reg","7/8/5524538","PHI","WAS","7","2017","POST","34","24"
"reg","5/4/5524539","BAL","MIA","8","2017","POST","40","0"
"reg","2/28/5524540","CLE","MIN","8","2017","POST","16","33"
"reg","3/4/5524540","NYJ","ATL","8","2017","POST","20","25"
"reg","3/6/5524540","TB","CAR","8","2017","POST","3","17"
"reg","3/5/5524540","PHI","SF","8","2017","POST","33","10"
"reg","3/3/5524540","NO","CHI","8","2017","POST","20","12"
"reg","3/2/5524540","NE","LAC","8","2017","POST","21","13"
"reg","2/29/5524540","BUF","OAK","8","2017","POST","34","14"
"reg","3/1/5524540","CIN","IND","8","2017","POST","24","23"
"reg","3/7/5524540","SEA","HOU","8","2017","POST","41","38"
"reg","3/8/5524540","WAS","DAL","8","2017","POST","19","33"
"reg","3/9/5524540","DET","PIT","8","2017","POST","15","20"
"reg","6/7/5524540","KC","DEN","8","2017","POST","29","19"
"reg","2/23/5524560","NYJ","BUF","9","2017","POST","34","21"
"reg","12/20/5524560","HOU","IND","9","2017","POST","14","20"
"reg","12/21/5524560","JAX","CIN","9","2017","POST","23","7"
"reg","12/22/5524560","NO","TB","9","2017","POST","30","10"
"reg","12/23/5524560","NYG","LA","9","2017","POST","17","51"
"reg","12/19/5524560","CAR","ATL","9","2017","POST","20","17"
"reg","12/24/5524560","PHI","DEN","9","2017","POST","51","23"
"reg","12/25/5524560","TEN","BAL","9","2017","POST","23","20"
"reg","12/26/5524560","SF","ARI","9","2017","POST","10","20"
"reg","12/27/5524560","SEA","WAS","9","2017","POST","14","17"
"reg","12/28/5524560","DAL","KC","9","2017","POST","28","17"
"reg","12/29/5524560","MIA","OAK","9","2017","POST","24","27"
"reg","3/29/5524561","GB","DET","9","2017","POST","17","30"
"reg","1/23/5524562","ARI","SEA","10","2017","POST","16","22"
"reg","11/20/5524562","CHI","GB","10","2017","POST","16","23"
"reg","11/21/5524562","DET","CLE","10","2017","POST","38","24"
"reg","11/22/5524562","IND","PIT","10","2017","POST","17","20"
"reg","11/23/5524562","JAX","LAC","10","2017","POST","20","17"
"reg","11/19/5524562","BUF","NO","10","2017","POST","10","47"
"reg","11/24/5524562","TB","NYJ","10","2017","POST","15","10"
"reg","11/26/5524562","WAS","MIN","10","2017","POST","30","38"
"reg","11/25/5524562","TEN","CIN","10","2017","POST","24","20"
"reg","11/27/5524562","LA","HOU","10","2017","POST","33","7"
"reg","11/28/5524562","ATL","DAL","10","2017","POST","27","7"
"reg","11/29/5524562","SF","NYG","10","2017","POST","31","21"
"reg","11/30/5524562","DEN","NE","10","2017","POST","16","41"
"reg","2/27/5524563","CAR","MIA","10","2017","POST","45","21"
"reg","12/24/5524563","PIT","TEN","11","2017","POST","40","17"
"reg","10/19/5524564","CHI","DET","11","2017","POST","24","27"
"reg","10/20/5524564","CLE","JAX","11","2017","POST","7","19"
"reg","10/21/5524564","GB","BAL","11","2017","POST","0","23"
"reg","10/22/5524564","HOU","ARI","11","2017","POST","31","21"
"reg","10/30/5524564","MIA","TB","11","2017","POST","20","30"
"reg","10/23/5524564","MIN","LA","11","2017","POST","24","7"
"reg","10/25/5524564","NYG","KC","11","2017","POST","12","9"
"reg","10/24/5524564","NO","WAS","11","2017","POST","34","31"
"reg","10/26/5524564","LAC","BUF","11","2017","POST","54","24"
"reg","10/27/5524564","DEN","CIN","11","2017","POST","17","20"
"reg","10/28/5524564","OAK","NE","11","2017","POST","8","33"
"reg","10/29/5524564","DAL","PHI","11","2017","POST","9","37"
"reg","1/27/5524565","SEA","ATL","11","2017","POST","31","34"
"reg","11/23/5524565","DET","MIN","12","2017","POST","23","30"
"reg","11/24/5524565","DAL","LAC","12","2017","POST","6","28"
"reg","11/25/5524565","WAS","NYG","12","2017","POST","20","10"
"reg","9/22/5524566","KC","BUF","12","2017","POST","10","16"
"reg","9/21/5524566","IND","TEN","12","2017","POST","16","20"
"reg","9/20/5524566","CIN","CLE","12","2017","POST","30","16"
"reg","9/19/5524566","ATL","TB","12","2017","POST","34","20"
"reg","9/23/5524566","NE","MIA","12","2017","POST","35","17"
"reg","9/25/5524566","PHI","CHI","12","2017","POST","31","3"
"reg","9/24/5524566","NYJ","CAR","12","2017","POST","27","35"
"reg","9/27/5524566","SF","SEA","12","2017","POST","13","24"
"reg","9/26/5524566","LA","NO","12","2017","POST","26","20"
"reg","9/28/5524566","ARI","JAX","12","2017","POST","27","24"
"reg","9/29/5524566","OAK","DEN","12","2017","POST","21","14"
"reg","9/30/5524566","PIT","GB","12","2017","POST","31","28"
"reg","12/28/5524566","BAL","HOU","12","2017","POST","23","16"
"reg","10/24/5524567","DAL","WAS","13","2017","POST","38","14"
"reg","10/19/5524587","ATL","MIN","13","2017","POST","9","14"
"reg","10/28/5524587","TEN","HOU","13","2017","POST","24","13"
"reg","10/27/5524587","NYJ","KC","13","2017","POST","38","31"
"reg","10/25/5524587","MIA","DEN","13","2017","POST","35","9"
"reg","10/24/5524587","JAX","IND","13","2017","POST","30","10"
"reg","10/23/5524587","GB","TB","13","2017","POST","26","20"
"reg","10/20/5524587","BAL","DET","13","2017","POST","44","20"
"reg","10/21/5524587","BUF","NE","13","2017","POST","3","23"
"reg","10/22/5524587","CHI","SF","13","2017","POST","14","15"
"reg","10/29/5524587","LAC","CLE","13","2017","POST","19","10"
"reg","10/31/5524587","OAK","NYG","13","2017","POST","24","17"
"reg","10/26/5524587","NO","CAR","13","2017","POST","31","21"
"reg","10/30/5524587","ARI","LA","13","2017","POST","16","32"
"reg","11/1/5524587","SEA","PHI","13","2017","POST","24","10"
"reg","1/27/5524588","CIN","PIT","13","2017","POST","20","23"
"reg","11/22/5524588","ATL","NO","14","2017","POST","20","17"
"reg","9/18/5524589","BUF","IND","14","2017","POST","13","7"
"reg","9/30/5524589","NYG","DAL","14","2017","POST","10","30"
"reg","9/25/5524589","TB","DET","14","2017","POST","21","24"
"reg","9/24/5524589","KC","OAK","14","2017","POST","26","15"
"reg","9/22/5524589","HOU","SF","14","2017","POST","16","26"
"reg","9/21/5524589","CLE","GB","14","2017","POST","21","27"
"reg","9/20/5524589","CIN","CHI","14","2017","POST","7","33"
"reg","9/19/5524589","CAR","MIN","14","2017","POST","31","24"
"reg","9/28/5524589","LAC","WAS","14","2017","POST","30","13"
"reg","9/27/5524589","DEN","NYJ","14","2017","POST","23","0"
"reg","9/26/5524589","ARI","TEN","14","2017","POST","12","7"
"reg","9/29/5524589","LA","PHI","14","2017","POST","35","43"
"reg","9/23/5524589","JAX","SEA","14","2017","POST","30","24"
"reg","10/1/5524589","PIT","BAL","14","2017","POST","39","38"
"reg","12/27/5524589","MIA","NE","14","2017","POST","27","20"
"reg","10/23/5524590","IND","DEN","15","2017","POST","13","25"
"reg","5/11/5524591","DET","CHI","15","2017","POST","20","10"
"reg","5/12/5524591","KC","LAC","15","2017","POST","30","13"
"reg","8/22/5524591","JAX","HOU","15","2017","POST","45","7"
"reg","8/21/5524591","CLE","BAL","15","2017","POST","10","27"
"reg","8/20/5524591","CAR","GB","15","2017","POST","31","24"
"reg","8/19/5524591","BUF","MIA","15","2017","POST","24","16"
"reg","8/23/5524591","MIN","CIN","15","2017","POST","34","7"
"reg","8/26/5524591","WAS","ARI","15","2017","POST","20","15"
"reg","8/25/5524591","NYG","PHI","15","2017","POST","29","34"
"reg","8/24/5524591","NO","NYJ","15","2017","POST","31","19"
"reg","8/27/5524591","SEA","LA","15","2017","POST","7","42"
"reg","8/29/5524591","SF","TEN","15","2017","POST","25","23"
"reg","8/28/5524591","PIT","NE","15","2017","POST","24","27"
"reg","8/30/5524591","OAK","DAL","15","2017","POST","17","20"
"reg","11/27/5524591","TB","ATL","15","2017","POST","21","24"
"reg","4/10/5524593","BAL","IND","16","2017","POST","23","16"
"reg","4/11/5524593","GB","MIN","16","2017","POST","0","16"
"reg","7/21/5524593","CIN","DET","16","2017","POST","26","17"
"reg","7/22/5524593","KC","MIA","16","2017","POST","29","13"
"reg","7/23/5524593","NE","BUF","16","2017","POST","37","16"
"reg","7/20/5524593","CHI","CLE","16","2017","POST","20","3"
"reg","7/19/5524593","CAR","TB","16","2017","POST","22","19"
"reg","7/24/5524593","NO","ATL","16","2017","POST","23","13"
"reg","7/27/5524593","WAS","DEN","16","2017","POST","27","11"
"reg","7/26/5524593","TEN","LA","16","2017","POST","23","27"
"reg","7/25/5524593","NYJ","LAC","16","2017","POST","7","14"
"reg","7/28/5524593","SF","JAX","16","2017","POST","44","33"
"reg","7/30/5524593","DAL","SEA","16","2017","POST","12","21"
"reg","7/29/5524593","ARI","NYG","16","2017","POST","23","0"
"reg","10/27/5524593","HOU","PIT","16","2017","POST","6","34"
"reg","10/28/5524593","PHI","OAK","16","2017","POST","19","10"
"reg","6/26/5524595","NYG","WAS","17","2017","POST","18","10"
"reg","6/25/5524595","NE","NYJ","17","2017","POST","26","6"
"reg","6/24/5524595","MIN","CHI","17","2017","POST","23","10"
"reg","6/21/5524595","DET","GB","17","2017","POST","35","11"
"reg","6/22/5524595","IND","HOU","17","2017","POST","22","13"
"reg","6/28/5524595","PIT","CLE","17","2017","POST","28","24"
"reg","6/27/5524595","PHI","DAL","17","2017","POST","0","6"
"reg","7/3/5524595","LA","SF","17","2017","POST","13","34"
"reg","7/2/5524595","LAC","OAK","17","2017","POST","30","10"
"reg","7/1/5524595","DEN","KC","17","2017","POST","24","27"
"reg","6/30/5524595","TEN","JAX","17","2017","POST","15","10"
"reg","6/29/5524595","TB","NO","17","2017","POST","31","24"
"reg","6/23/5524595","MIA","BUF","17","2017","POST","16","22"
"reg","7/4/5524595","SEA","ARI","17","2017","POST","24","26"
"reg","6/19/5524595","ATL","CAR","17","2017","POST","22","10"
"reg","6/20/5524595","BAL","CIN","17","2017","POST","27","31"
"reg","5/22/5527244","PHI","ATL","1","2018","POST","18","12"
"reg","3/18/5527245","BAL","BUF","1","2018","POST","47","3"
"reg","3/25/5527245","NYG","JAX","1","2018","POST","15","20"
"reg","3/24/5527245","NO","TB","1","2018","POST","40","48"
"reg","3/23/5527245","NE","HOU","1","2018","POST","27","20"
"reg","3/22/5527245","MIN","SF","1","2018","POST","24","16"
"reg","3/21/5527245","MIA","TEN","1","2018","POST","27","20"
"reg","3/20/5527245","IND","CIN","1","2018","POST","23","34"
"reg","3/19/5527245","CLE","PIT","1","2018","POST","21","21"
"reg","3/26/5527245","LAC","KC","1","2018","POST","28","38"
"reg","3/29/5527245","DEN","SEA","1","2018","POST","27","24"
"reg","3/28/5527245","CAR","DAL","1","2018","POST","16","8"
"reg","3/27/5527245","ARI","WAS","1","2018","POST","6","24"
"reg","3/30/5527245","GB","CHI","1","2018","POST","24","23"
"reg","6/26/5527245","DET","NYJ","1","2018","POST","17","48"
"reg","6/27/5527245","OAK","LA","1","2018","POST","13","33"
"reg","4/22/5527246","CIN","BAL","2","2018","POST","34","23"
"reg","2/16/5527247","ATL","CAR","2","2018","POST","31","24"
"reg","2/24/5527247","WAS","IND","2","2018","POST","9","21"
"reg","2/23/5527247","TEN","HOU","2","2018","POST","20","17"
"reg","2/22/5527247","TB","PHI","2","2018","POST","27","21"
"reg","2/21/5527247","PIT","KC","2","2018","POST","37","42"
"reg","2/20/5527247","NYJ","MIA","2","2018","POST","12","20"
"reg","2/17/5527247","BUF","LAC","2","2018","POST","20","31"
"reg","2/18/5527247","GB","MIN","2","2018","POST","29","29"
"reg","2/19/5527247","NO","CLE","2","2018","POST","21","18"
"reg","2/26/5527247","SF","DET","2","2018","POST","30","27"
"reg","2/25/5527247","LA","ARI","2","2018","POST","34","0"
"reg","2/28/5527247","JAX","NE","2","2018","POST","31","20"
"reg","2/27/5527247","DEN","OAK","2","2018","POST","20","19"
"reg","3/1/5527247","DAL","NYG","2","2018","POST","20","13"
"reg","5/27/5527247","CHI","SEA","2","2018","POST","24","17"
"reg","3/22/5527248","CLE","NYJ","3","2018","POST","21","17"
"reg","1/16/5527249","ATL","NO","3","2018","POST","37","43"
"reg","1/25/5527249","WAS","GB","3","2018","POST","31","17"
"reg","1/24/5527249","PHI","IND","3","2018","POST","20","16"
"reg","1/23/5527249","MIN","BUF","3","2018","POST","6","27"
"reg","1/22/5527249","MIA","OAK","3","2018","POST","28","20"
"reg","1/17/5527249","BAL","DEN","3","2018","POST","27","14"
"reg","1/18/5527249","CAR","CIN","3","2018","POST","31","21"
"reg","1/19/5527249","HOU","NYG","3","2018","POST","22","27"
"reg","1/20/5527249","JAX","TEN","3","2018","POST","6","9"
"reg","1/21/5527249","KC","SF","3","2018","POST","38","27"
"reg","1/26/5527249","LA","LAC","3","2018","POST","35","23"
"reg","1/28/5527249","SEA","DAL","3","2018","POST","24","13"
"reg","1/27/5527249","ARI","CHI","3","2018","POST","14","16"
"reg","1/29/5527249","DET","NE","3","2018","POST","26","10"
"reg","4/26/5527249","TB","PIT","3","2018","POST","27","30"
"reg","2/20/5527250","LA","MIN","4","2018","POST","38","31"
"reg","12/22/5527250","JAX","NYJ","4","2018","POST","31","12"
"reg","12/23/5527250","NE","MIA","4","2018","POST","38","7"
"reg","12/24/5527250","TEN","PHI","4","2018","POST","26","23"
"reg","12/21/5527250","IND","HOU","4","2018","POST","34","37"
"reg","12/20/5527250","GB","BUF","4","2018","POST","22","0"
"reg","12/19/5527250","DAL","DET","4","2018","POST","26","24"
"reg","12/18/5527250","CHI","TB","4","2018","POST","48","10"
"reg","12/17/5527250","ATL","CIN","4","2018","POST","36","37"
"reg","12/25/5527250","ARI","SEA","4","2018","POST","17","20"
"reg","12/26/5527250","OAK","CLE","4","2018","POST","45","42"
"reg","12/28/5527250","NYG","NO","4","2018","POST","18","33"
"reg","12/27/5527250","LAC","SF","4","2018","POST","29","27"
"reg","12/29/5527250","PIT","BAL","4","2018","POST","14","26"
"reg","5/26/5527270","DEN","KC","4","2018","POST","23","27"
"reg","3/22/5527271","NE","IND","5","2018","POST","38","24"
"reg","1/16/5527272","BUF","TEN","5","2018","POST","13","12"
"reg","1/23/5527272","PIT","ATL","5","2018","POST","41","17"
"reg","1/22/5527272","NYJ","DEN","5","2018","POST","34","16"
"reg","1/21/5527272","KC","JAX","5","2018","POST","30","14"
"reg","1/20/5527272","DET","GB","5","2018","POST","31","23"
"reg","1/19/5527272","CLE","BAL","5","2018","POST","12","9"
"reg","1/17/5527272","CAR","NYG","5","2018","POST","33","31"
"reg","1/18/5527272","CIN","MIA","5","2018","POST","27","17"
"reg","1/24/5527272","LAC","OAK","5","2018","POST","26","10"
"reg","1/26/5527272","SF","ARI","5","2018","POST","18","28"
"reg","1/25/5527272","PHI","MIN","5","2018","POST","21","23"
"reg","1/27/5527272","SEA","LA","5","2018","POST","31","33"
"reg","1/28/5527272","HOU","DAL","5","2018","POST","19","16"
"reg","4/25/5527272","NO","WAS","5","2018","POST","43","19"
"reg","2/19/5527273","NYG","PHI","6","2018","POST","13","34"
"reg","12/16/5527273","ATL","TB","6","2018","POST","34","29"
"reg","12/24/5527273","WAS","CAR","6","2018","POST","23","17"
"reg","12/23/5527273","OAK","SEA","6","2018","POST","3","27"
"reg","12/22/5527273","NYJ","IND","6","2018","POST","42","34"
"reg","12/21/5527273","MIN","ARI","6","2018","POST","27","17"
"reg","12/17/5527273","CIN","PIT","6","2018","POST","21","28"
"reg","12/18/5527273","CLE","LAC","6","2018","POST","14","38"
"reg","12/19/5527273","HOU","BUF","6","2018","POST","20","13"
"reg","12/20/5527273","MIA","CHI","6","2018","POST","31","28"
"reg","12/25/5527273","DEN","LA","6","2018","POST","20","23"
"reg","12/27/5527273","TEN","BAL","6","2018","POST","0","21"
"reg","12/26/5527273","DAL","JAX","6","2018","POST","40","7"
"reg","12/28/5527273","NE","KC","6","2018","POST","43","40"
"reg","3/26/5527274","GB","SF","6","2018","POST","33","30"
"reg","1/20/5527275","ARI","DEN","7","2018","POST","10","45"
"reg","11/16/5527275","LAC","TEN","7","2018","POST","20","19"
"reg","11/20/5527275","JAX","HOU","7","2018","POST","7","20"
"reg","11/24/5527275","PHI","CAR","7","2018","POST","17","21"
"reg","11/23/5527275","NYJ","MIN","7","2018","POST","17","37"
"reg","11/18/5527275","CHI","NE","7","2018","POST","31","38"
"reg","11/19/5527275","IND","BUF","7","2018","POST","37","5"
"reg","11/25/5527275","TB","CLE","7","2018","POST","26","23"
"reg","11/22/5527275","MIA","DET","7","2018","POST","21","32"
"reg","11/17/5527275","BAL","NO","7","2018","POST","23","24"
"reg","11/26/5527275","WAS","DAL","7","2018","POST","20","17"
"reg","11/27/5527275","SF","LA","7","2018","POST","10","39"
"reg","11/21/5527275","KC","CIN","7","2018","POST","45","10"
"reg","2/24/5527276","ATL","NYG","7","2018","POST","23","20"
"reg","12/20/5527276","HOU","MIA","8","2018","POST","42","23"
"reg","10/16/5527277","JAX","PHI","8","2018","POST","18","24"
"reg","10/21/5527277","KC","DEN","8","2018","POST","30","23"
"reg","10/23/5527277","PIT","CLE","8","2018","POST","33","18"
"reg","10/22/5527277","NYG","WAS","8","2018","POST","13","20"
"reg","10/20/5527277","DET","SEA","8","2018","POST","14","28"
"reg","10/19/5527277","CIN","TB","8","2018","POST","37","34"
"reg","10/18/5527277","CHI","NYJ","8","2018","POST","24","10"
"reg","10/17/5527277","CAR","BAL","8","2018","POST","36","21"
"reg","10/24/5527277","OAK","IND","8","2018","POST","28","42"
"reg","10/25/5527277","ARI","SF","8","2018","POST","18","15"
"reg","10/26/5527277","LA","GB","8","2018","POST","29","27"
"reg","10/27/5527277","MIN","NO","8","2018","POST","20","30"
"reg","1/24/5527278","BUF","NE","8","2018","POST","6","25"
"reg","10/11/5527297","SF","OAK","9","2018","POST","34","3"
"reg","8/8/5527298","BUF","CHI","9","2018","POST","9","41"
"reg","8/9/5527298","CAR","TB","9","2018","POST","42","28"
"reg","8/10/5527298","CLE","KC","9","2018","POST","21","37"
"reg","8/11/5527298","MIA","NYJ","9","2018","POST","13","6"
"reg","8/7/5527298","BAL","PIT","9","2018","POST","16","23"
"reg","8/12/5527298","MIN","DET","9","2018","POST","24","9"
"reg","8/13/5527298","WAS","ATL","9","2018","POST","14","38"
"reg","8/14/5527298","DEN","HOU","9","2018","POST","17","19"
"reg","8/15/5527298","SEA","LAC","9","2018","POST","17","25"
"reg","8/16/5527298","NO","LA","9","2018","POST","45","35"
"reg","8/17/5527298","NE","GB","9","2018","POST","31","17"
"reg","11/15/5527298","DAL","TEN","9","2018","POST","14","28"
"reg","9/11/5527299","PIT","CAR","10","2018","POST","52","21"
"reg","7/9/5527300","CIN","NO","10","2018","POST","14","51"
"reg","7/10/5527300","CLE","ATL","10","2018","POST","28","16"
"reg","7/8/5527300","CHI","DET","10","2018","POST","34","22"
"reg","7/13/5527300","KC","ARI","10","2018","POST","26","14"
"reg","7/16/5527300","TEN","NE","10","2018","POST","34","10"
"reg","7/15/5527300","TB","WAS","10","2018","POST","3","16"
"reg","7/14/5527300","NYJ","BUF","10","2018","POST","10","41"
"reg","7/12/5527300","IND","JAX","10","2018","POST","29","26"
"reg","7/17/5527300","OAK","LAC","10","2018","POST","6","20"
"reg","7/18/5527300","LA","SEA","10","2018","POST","36","31"
"reg","7/11/5527300","GB","MIA","10","2018","POST","31","12"
